"SSN","Country","Site","Region","Cluster","Plot","SiteID","Depth","Longitude","Latitude","Altitude","Date","Total_C","CORG","CINORG","pH","Clay_8um","Alox","Feox","LandCover","PlotCultMgd","GPP","KG_p_name","KG_p_code","KG_f_name","KG_f_code","KG_p_group","KG_f_group","MAT","MAP","PET","Delta14C","TurnoverTime","Zones","F14C","F14C_err","Delta14C_err","Delta13C","SSN.XRPD","Quartz","Erosion","Clay_1_1","Clay_2_1","Amorphous","Pedogenic_Oxides","Feldspars","Mox"
"icr030177","Ethiopia","Dambidolo","East Africa",8,8,"Dambidolo_8_8","Subsoil",35.0014534,8.64603329,1363,"04-06-11",5.192,5.192,0,5.12,77.198,0.548380226,4.37751189,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.5666667222977,1349,1759,-76.3,801,"NHZone3",0.9316,0.003,3,-12.99,"icr030164",12.3339,"yes",15.3365,63.1624,0,0.6452,0,2.737136171
"icr030190","Ethiopia","Dambidolo","East Africa",9,12,"Dambidolo_9_12","Topsoil",35.0256424,8.58047676,1145,"23-03-11",2.68,2.68,0,6.4,49.846,0.1109321,0.0976429,"Grassland","no",4.054261965,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.2083331743876,1336,1773,53.8,117,"NHZone3",1.0628,0.0035,3.5,-12.44,"icr030183",24.7313,"yes",6.7425,9.5994,5.3551,6.8366,14.8785,0.15975355
"icr030191","Ethiopia","Dambidolo","East Africa",9,12,"Dambidolo_9_12","Subsoil",35.0256424,8.58047676,1145,"23-03-11",1.512,1.512,0,5.89,53.457,0.1224149,0.0994581,"Grassland","no",4.054261965,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.2083331743876,1336,1773,21.1,202,"NHZone3",1.0298,0.0021,2.1,-11.71,"icr030184",19.6816,"yes",6.689,10.2312,4.7987,7.7999,16.2287,0.17214395
"icr030206","Ethiopia","Dambidolo","East Africa",10,5,"Dambidolo_10_5","Topsoil",35.02694702,8.60710716,1369,"25-03-11",2.191,2.191,0,6.24,58.116,0.0960686,0.0845581,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.5875001351039,1362,1752,45.2,135,"NHZone3",1.054,0.0023,2.3,-13.81,"icr030200",8.9091,"yes",38.4019,10.858,0,22.5788,2.2184,0.13834765
"icr030207","Ethiopia","Dambidolo","East Africa",10,5,"Dambidolo_10_5","Subsoil",35.02694702,8.60710716,1369,"25-03-11",1.262,1.262,0,5.86,74.489,0.3360206,0.1773018,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.5875001351039,1362,1752,-22.4,405,"NHZone3",0.9859,0.003,3,-12.48,"icr030201",7.1046,"yes",33.6257,11.7433,0,22.5711,2.9213,0.4246715
"icr030214","Ethiopia","Dambidolo","East Africa",10,9,"Dambidolo_10_9","Topsoil",35.01977158,8.60314274,1390,"28-03-11",6.518,6.518,0,6.3,76.463,0.750319678,2.038590637,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.516666730245,1361,1752,-0.6,289,"NHZone3",1.0079,0.0018,1.8,-14.88,"icr030200",8.9091,"yes",38.4019,10.858,0,22.5788,2.2184,1.7696149965
"icr030215","Ethiopia","Dambidolo","East Africa",10,9,"Dambidolo_10_9","Subsoil",35.01977158,8.60314274,1390,"28-03-11",5.604,5.604,0,6.32,75.349,0.7144487,1.345172,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.516666730245,1361,1752,-55.1,628,"NHZone3",0.9529,0.0018,1.8,-14.2,"icr030201",7.1046,"yes",33.6257,11.7433,0,22.5711,2.9213,1.3870347
"icr030268","Ethiopia","Dambidolo","East Africa",13,6,"Dambidolo_13_6","Topsoil",35.0459137,8.57730293,1355,"24-03-11",1.905,1.905,0,6.51,28.524,0.1202644,0.0910705,"Other","no",4.054261965,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7250000238419,1366,1756,67.8,92,"NHZone3",1.0769,0.002,2,-16.6325,"icr030258",40.4657,"yes",5.1971,4.6616,3.3253,4.0939,29.5429,0.16579965
"icr030269","Ethiopia","Dambidolo","East Africa",13,6,"Dambidolo_13_6","Subsoil",35.0459137,8.57730293,1355,"24-03-11",1.042,1.042,0,5.65,37.946,0.1736671,0.1254086,"Other","no",4.054261965,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7250000238419,1366,1756,38.1,152,"NHZone3",1.0469,0.0019,1.9,-14.1795,"icr030259",33.9226,"yes",4.4003,5.2961,1.4682,4.9853,40.8558,0.2363714
"icr030270","Ethiopia","Dambidolo","East Africa",13,7,"Dambidolo_13_7","Topsoil",35.04312134,8.58223248,1386,"24-03-11",2.057,2.057,0,6.22,62.01,0.2474091,0.2063926,"Cropland","yes",4.054261965,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7250000238419,1366,1756,20.2,205,"NHZone3",1.0289,0.0019,1.9,-13.65,"icr030258",40.4657,"yes",5.1971,4.6616,3.3253,4.0939,29.5429,0.3506054
"icr030271","Ethiopia","Dambidolo","East Africa",13,7,"Dambidolo_13_7","Subsoil",35.04312134,8.58223248,1386,"24-03-11",1.142,1.142,0,5.62,58.088,0.2954253,0.1982258,"Cropland","yes",4.054261965,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7250000238419,1366,1756,-69.7,745,"NHZone3",0.9382,0.0019,1.9,-13.91,"icr030259",33.9226,"yes",4.4003,5.2961,1.4682,4.9853,40.8558,0.3945382
"icr030282","Ethiopia","Dambidolo","East Africa",14,4,"Dambidolo_14_4","Topsoil",35.04640961,8.59956265,1325,"28-03-11",1.646,1.646,0,7.45,41.881,0.2467022,0.2016011,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7208332618078,1363,1757,24.3,192,"NHZone3",1.033,0.0022,2.2,-14.21,"icr030276",18.4687,"yes",12.5501,15.7607,8.376,6.6866,16.2288,0.34750275
"icr030283","Ethiopia","Dambidolo","East Africa",14,4,"Dambidolo_14_4","Subsoil",35.04640961,8.59956265,1325,"28-03-11",0.928,0.9278,0,7.07,46.738,0.4262156,0.2558181,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7208332618078,1363,1757,-37.4,500,"NHZone3",0.9708,0.002,2,-14.38,"icr030277",12.0105,"yes",14.0609,17.3244,9.4741,7.7987,15.5675,0.55412465
"icr030300","Ethiopia","Dambidolo","East Africa",15,3,"Dambidolo_15_3","Topsoil",35.04849625,8.62188721,1201,"30-03-11",6.179,6.179,0,6.84,59.462,0.2248108,0.5466726,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.1708333094915,1339,1772,-1.4,293,"NHZone3",1.0071,0.0018,1.8,-16.22,"icr030296",26.1235,"yes",11.4209,11.1922,4.7731,4.7374,13.0196,0.4981471
"icr030301","Ethiopia","Dambidolo","East Africa",15,3,"Dambidolo_15_3","Subsoil",35.04849625,8.62188721,1201,"30-03-11",4.04,4.04,0,6.2,60.754,0.252612,0.6865087,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.1708333094915,1339,1772,-76.3,801,"NHZone3",0.9315,0.0018,1.8,-14.42,"icr030297",21.1133,"yes",14.6814,12.292,5.5229,6.5487,12.9545,0.59586635
"icr030323","Ethiopia","Dambidolo","East Africa",16,5,"Dambidolo_16_5","Topsoil",35.04421616,8.64572334,1340,"01-04-11",5.37,5.37,0,6.32,79.856,0.4279557,0.7387135,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7249999046326,1365,1762,2.4,275,"NHZone3",1.0109,0.0019,1.9,-13.88,"icr030316",22.0513,"yes",5.4312,7.4591,4.6246,7.3786,19.4966,0.79731245
"icr030324","Ethiopia","Dambidolo","East Africa",16,5,"Dambidolo_16_5","Subsoil",35.04421616,8.64572334,1340,"01-04-11",3.239,3.239,0,5.5,81.436,0.5283571,0.7122111,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7249999046326,1365,1762,3.9,269,"NHZone3",1.0124,0.0019,1.9,-14.2,"icr030317",22.6566,"yes",5.2489,6.2493,10.3673,8.2715,17.8205,0.88446265
"icr030330","Ethiopia","Dambidolo","East Africa",16,9,"Dambidolo_16_9","Topsoil",35.04863358,8.64678001,1368,"01-04-11",4.706,4.706,0,5.87,77.999,0.5290499,0.8052481,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7249999046326,1365,1762,16.2,219,"NHZone3",1.0248,0.002,2,-11.99,"icr030316",22.0513,"yes",5.4312,7.4591,4.6246,7.3786,19.4966,0.93167395
"icr030331","Ethiopia","Dambidolo","East Africa",16,9,"Dambidolo_16_9","Subsoil",35.04863358,8.64678001,1368,"01-04-11",2.419,2.419,0,5.57,90.054,0.6189835,0.7532369,"Cropland","yes",3.93082409,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.7249999046326,1365,1762,-69.5,743,"NHZone3",0.9384,0.0017,1.7,-12.47,"icr030317",22.6566,"yes",5.2489,6.2493,10.3673,8.2715,17.8205,0.99560195
"icr033419","Kenya","Mbalambala","East Africa",5,7,"Mbalambala_5_7","Topsoil",39.02086639,-0.155982,238,"15-08-11",0.192,0.1783,0.014,8.54,12.45,0.0386019,0.0152342,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, steppe, hot","BSh","Arid","Arid",27.5291663805644,327,2172,-25.7,418,"SHZone12",0.9826,0.0057,5.7,NA,"icr033407",26.8093,"yes",0,35.9103,3.4316,0.4268,22.2784,0.046219
"icr033420","Kenya","Mbalambala","East Africa",5,7,"Mbalambala_5_7","Subsoil",39.02086639,-0.155982,238,"15-08-11",0.256,0.1287,0.1268,9.52,8.487,0.0531506,0.0211923,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, steppe, hot","BSh","Arid","Arid",27.5291663805644,327,2172,-241.7,2673,"SHZone12",0.7647,0.0049,5,NA,"icr033408",18.9593,"yes",0,40.195,2.2429,0.5813,18.8601,0.06374675
"icr033535","Kenya","Mbalambala","East Africa",13,6,"Mbalambala_13_6","Topsoil",39.0616951,-0.15338799,224,"22-08-11",0.212,0.1915,0.0208,8.8,29.99,0.0637551,0.0188065,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, desert, hot","BWh","Arid","Arid",27.5375001430511,318,2167,-107.1,1077,"SHZone12",0.9005,0.0053,5.3,NA,"icr033525",74.7689,"yes",0,10.5063,0.8315,0,12.6238,0.07315835
"icr033536","Kenya","Mbalambala","East Africa",13,6,"Mbalambala_13_6","Subsoil",39.0616951,-0.15338799,224,"22-08-11",0.168,0.111,0.0571,8.58,40.455,0.0749045,0.0225674,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, desert, hot","BWh","Arid","Arid",27.5375001430511,318,2167,-172.1,1773,"SHZone12",0.8349,0.005,5,NA,"icr033526",62.1181,"yes",0,17.7654,0,0,16.7152,0.0861882
"icr033592","Kenya","Mbalambala","East Africa",16,8,"Mbalambala_16_8","Topsoil",39.06327438,-0.089757,210,"22-08-11",1.14,1.0854,0.0546,7.69,29.036,0.0972575,0.2046387,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, steppe, hot","BSh","Arid","Arid",26.9750001430511,330,2090,21.7,194,"SHZone12",1.0304,0.0018,1.8,-24.7275,"icr033582",6.6333,"yes",15.5686,16.5502,4.1246,7.9708,29.4116,0.19957685
"icr033593","Kenya","Mbalambala","East Africa",16,8,"Mbalambala_16_8","Subsoil",39.06327438,-0.089757,210,"22-08-11",0.495,0.4557,0.039,7.96,19.899,0.105904679,0.2593283,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, steppe, hot","BSh","Arid","Arid",26.9750001430511,330,2090,-71.7,756,"SHZone12",0.9362,0.0027,2.7,-22.85,"icr033583",8.2603,"yes",15.0553,11.2421,2.6788,8.9967,32.5205,0.235568829
"icr033598","Kenya","Mbalambala","East Africa",16,14,"Mbalambala_16_14","Topsoil",39.06158447,-0.086252,209,"22-08-11",2.627,2.627,0,7.61,55.084,0.2805099,0.5944884,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, steppe, hot","BSh","Arid","Arid",26.9750001430511,330,2090,33.8,157,"SHZone12",1.0426,0.002,2,-23.1965,"icr033582",6.6333,"yes",15.5686,16.5502,4.1246,7.9708,29.4116,0.5777541
"icr033599","Kenya","Mbalambala","East Africa",16,14,"Mbalambala_16_14","Subsoil",39.06158447,-0.086252,209,"22-08-11",1.455,1.3437,0.1113,7.95,55.543,0.1527665,0.3849911,"Other","no",1.126998847,"Arid, desert, hot","BWh","Arid, steppe, hot","BSh","Arid","Arid",26.9750001430511,330,2090,27.2,176,"SHZone12",1.036,0.0018,1.8,-22.0435,"icr033583",8.2603,"yes",15.0553,11.2421,2.6788,8.9967,32.5205,0.34526205
"icr033634","Ethiopia","Mega","East Africa",2,14,"Mega_2_14","Topsoil",38.2612915,4.17119789,1511,"30-05-11",1.093,0.9901,0.1029,8.17,36.776,0.1273808,0.1025891,"Other","no",1.118317819,"Arid, steppe, hot","BSh","Tropical, savannah","Aw","Arid","Tropical (seasonal)",20.462500055631,540,1887,28.4,179,"NHZone3",1.0372,0.0022,2.2,-18.41,"icr033621",24.9696,"yes",0,12.962,0,6.3481,25.6348,0.17867535
"icr033635","Ethiopia","Mega","East Africa",2,14,"Mega_2_14","Subsoil",38.2612915,4.17119789,1511,"30-05-11",0.722,0.648,0.0735,8.26,51.115,0.1098672,0.089245,"Other","no",1.118317819,"Arid, steppe, hot","BSh","Tropical, savannah","Aw","Arid","Tropical (seasonal)",20.462500055631,540,1887,54.8,115,"NHZone3",1.0637,0.0024,2.4,-18.41,"icr033622",23.4134,"yes",0,16.9795,0,7.8062,23.9063,0.1544897
"icr033664","Ethiopia","Mega","East Africa",4,6,"Mega_4_6","Topsoil",38.26822662,4.2133522,1552,"31-05-11",1.501,1.4915,0.0095,7.65,82.248,0.2293187,0.1929991,"Other","no",1.118317819,"Arid, steppe, hot","BSh","Tropical, savannah","Aw","Arid","Tropical (seasonal)",20.8041665951411,543,1923,-113.1,1139,"NHZone3",0.8944,0.0016,1.6,-13.7695,"icr033656",18.7833,"no",0,24.5637,2.4082,7.2685,32.4933,0.32581825
"icr033665","Ethiopia","Mega","East Africa",4,6,"Mega_4_6","Subsoil",38.26822662,4.2133522,1552,"31-05-11",1.164,1.0476,0.1164,8.07,92.184,0.2476955,0.2553487,"Other","no",1.118317819,"Arid, steppe, hot","BSh","Tropical, savannah","Aw","Arid","Tropical (seasonal)",20.8041665951411,543,1923,-241.3,2670,"NHZone3",0.7652,0.0015,1.5,-11.2815,"icr033657",17.38,"no",0,27.7502,0.6938,6.1094,30.8662,0.37536985
"icr033819","Ethiopia","Mega","East Africa",12,5,"Mega_12_5","Topsoil",38.3169632,4.21460199,1510,"03-06-11",1.523,1.5136,0.0094,7.78,78.606,0.2146173,0.2017162,"Other","no",1.118317819,"Arid, steppe, hot","BSh","Tropical, savannah","Aw","Arid","Tropical (seasonal)",21.0500000715256,537,1944,-107.8,1088,"NHZone3",0.8998,0.0018,1.8,-12.9565,"icr033811",16.2898,"yes",2.0829,37.4168,2.2644,7.1184,23.9918,0.3154754
"icr033820","Ethiopia","Mega","East Africa",12,5,"Mega_12_5","Subsoil",38.3169632,4.21460199,1510,"03-06-11",1.349,1.2634,0.0856,7.79,86.157,0.2465397,0.2563613,"Other","no",1.118317819,"Arid, steppe, hot","BSh","Tropical, savannah","Aw","Arid","Tropical (seasonal)",21.0500000715256,537,1944,-252.4,2830,"NHZone3",0.7539,0.0016,1.6,-11.5175,"icr033812",14.2263,"yes",0,40.5387,2.4378,7.8221,19.8488,0.37472035
"icr037453","Mali","Finnkolo","West Africa",3,1,"Finnkolo_3_1","Topsoil",-5.534058333,11.32941667,386,"14-09-11",0.9,0.8995,0,5.82,33.598,0.0668566,0.0763761,"Cropland","yes",2.765548889,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.2791670163472,1057,2280,4.3,267,"NHZone3",1.0128,0.002,2,-20.21,"icr037453",86.5838,"no",8.4369,0,1.3033,3.551,0,0.10504465
"icr037454","Mali","Finnkolo","West Africa",3,1,"Finnkolo_3_1","Subsoil",-5.534058333,11.32941667,386,"14-09-11",0.52,0.5196,0,5.65,50.498,0.0906561,0.1071637,"Cropland","yes",2.765548889,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.2791670163472,1057,2280,-53.2,614,"NHZone3",0.9549,0.0025,2.5,-18.78,"icr037454",77.1999,"no",13.0618,0,2.4116,5.0242,0,0.14423795
"icr037531","Mali","Finnkolo","West Africa",7,1,"Finnkolo_7_1","Topsoil",-5.518538333,11.32956833,430,"13-09-11",0.328,0.3281,0,5.9,32.48,0.0967941,0.0620163,"Cropland","yes",2.765548889,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.1458334128062,1056,2280,-117,1178,"NHZone3",0.8905,0.003,3,-19.76,"icr037531",85.2212,"no",6.0186,0,0,3.1737,0,0.12780225
"icr037532","Mali","Finnkolo","West Africa",7,1,"Finnkolo_7_1","Subsoil",-5.518538333,11.32956833,430,"13-09-11",0.253,0.2534,0,5.57,38.188,0.1387326,0.0873323,"Cropland","yes",2.765548889,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.1458334128062,1056,2280,-220.7,2386,"NHZone3",0.786,0.0048,4.8,NA,"icr037532",78.8626,"no",10.7961,0,1.2669,4.3347,0,0.18239875
"icr037574","Mali","Finnkolo","West Africa",9,5,"Finnkolo_9_5","Topsoil",-5.486493333,11.28301667,594,"20-09-11",0.493,0.4928,0,5.76,25.742,0.0868252,0.0411699,"Cropland","yes",2.94694709,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",26.8499999046326,1068,2271,16.4,219,"NHZone3",1.025,0.0031,3.1,-20.4,"icr037574",90.4191,"yes",6.5283,0,0.5886,2.1072,0,0.10741015
"icr037575","Mali","Finnkolo","West Africa",9,5,"Finnkolo_9_5","Subsoil",-5.486493333,11.28301667,594,"20-09-11",0.284,0.2841,0,5.15,29.067,0.1234675,0.0523831,"Cropland","yes",2.94694709,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",26.8499999046326,1068,2271,-31,458,"NHZone3",0.9773,0.0056,5.6,NA,"icr037575",90.4536,"yes",4.7567,0,1.772,2.1923,0,0.14965905
"icr037927","Cameroon","Bana","West Africa",10,1,"Bana_10_1","Topsoil",10.26777667,5.25545667,1213,"18-07-11",3.195,3.195,0,4.82,60.708,0.4221199,0.9522892,"Cropland","yes",4.325773472,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.987500111262,2011,1427,54.6,115,"NHZone3",1.0636,0.0021,2.1,-20.44,"icr037927",28.8485,"no",20.6941,2.1021,7.2067,12.3555,14.9489,0.8982645
"icr037928","Cameroon","Bana","West Africa",10,1,"Bana_10_1","Subsoil",10.26777667,5.25545667,1213,"18-07-11",1.447,1.447,0,5.31,47.621,0.3751923,0.8051107,"Cropland","yes",4.325773472,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.987500111262,2011,1427,-22.6,406,"NHZone3",0.9857,0.0019,1.9,-17.56,"icr037928",34.5454,"no",18.1415,2.3064,3.6074,14.307,18.1208,0.77774765
"icr037986","Cameroon","Bana","West Africa",13,1,"Bana_13_1","Topsoil",10.28871167,5.233795,1313,"15-07-11",4.296,4.296,0,4.61,74.32,0.6722036,0.459156,"Cropland","yes",4.708309236,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.8833333651225,1998,1429,24.2,192,"NHZone3",1.0329,0.002,2,-19.88,"icr037986",8.0098,"yes",26.0271,6.2978,0,44.2301,2.0768,0.9017816
"icr037987","Cameroon","Bana","West Africa",13,1,"Bana_13_1","Subsoil",10.28871167,5.233795,1313,"15-07-11",3.079,3.079,0,5.55,85.374,0.7216154,0.4861365,"Cropland","yes",4.708309236,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",22.8833333651225,1998,1429,-48,575,"NHZone3",0.9601,0.0018,1.8,-16.68,"icr037987",7.1613,"yes",28.6596,5.4604,0,43.36,1.0172,0.96468365
"icr038147","Ethiopia","Kutaber","East Africa",3,8,"Kutaber_3_8","Topsoil",39.57326889,11.30547237,2642,"18-02-11",1.816,1.816,0,6.38,64.889,0.2891824,0.5773731,"Cropland","yes",3.730250417,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, warm summer","Cwb","Temperate (seasonal)","Temperate (seasonal)",15.1666667064031,926,1719,-8.3,327,"NHZone3",1.0001,0.0021,2.1,-16.32,"icr038138",2.432,"yes",5.6227,34.5371,0,5.5149,28.5301,0.57786895
"icr038148","Ethiopia","Kutaber","East Africa",3,8,"Kutaber_3_8","Subsoil",39.57326889,11.30547237,2642,"18-02-11",0.831,0.8263,0.005,6.25,67.044,0.2460932,0.2939093,"Cropland","yes",3.730250417,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, warm summer","Cwb","Temperate (seasonal)","Temperate (seasonal)",15.1666667064031,926,1719,-50.6,595,"NHZone3",0.9575,0.0018,1.8,-15.77,"icr038139",2.6532,"yes",5.5737,32.7766,0,8.8015,27.6493,0.39304785
"icr038218","Ethiopia","Kutaber","East Africa",7,6,"Kutaber_7_6","Topsoil",39.59435272,11.30890274,2539,"22-02-11",6.197,6.197,0,4.99,71.517,0.3460467,1.80325,"Grassland","no",4.295771597,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, warm summer","Cwb","Temperate (seasonal)","Temperate (seasonal)",15.2583334644636,924,1731,22,199,"NHZone3",1.0307,0.0019,1.9,-13.56,"icr038216",2.0221,"yes",15.9894,38.6467,0,12.2144,17.4051,1.2476717
"icr038219","Ethiopia","Kutaber","East Africa",7,6,"Kutaber_7_6","Subsoil",39.59435272,11.30890274,2539,"22-02-11",3.175,3.175,0,5.95,70.196,0.311855,1.64459,"Grassland","no",4.295771597,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, warm summer","Cwb","Temperate (seasonal)","Temperate (seasonal)",15.2583334644636,924,1731,-119.7,1205,"NHZone3",0.8878,0.0018,1.8,-14.07,"icr038216",2.0221,"yes",15.9894,38.6467,0,12.2144,17.4051,1.13415
"icr038227","Ethiopia","Kutaber","East Africa",8,1,"Kutaber_8_1","Topsoil",39.59209442,11.32841492,2673,"07-03-11",1.306,1.3018,0.0042,6.49,56.684,0.1773843,0.11111,"Cropland","yes",4.295771597,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, hot summer","Cwa","Temperate (seasonal)","Temperate (seasonal)",16.0874999960264,920,1775,18.4,212,"NHZone3",1.0271,0.002,2,-19.21,"icr038234",2.0971,"yes",0,55.2098,0,1.0206,22.1928,0.2329393
"icr038228","Ethiopia","Kutaber","East Africa",8,1,"Kutaber_8_1","Subsoil",39.59209442,11.32841492,2673,"07-03-11",0.413,0.4125,4e-04,6.24,38.773,0.1926621,0.04092,"Cropland","yes",4.295771597,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, hot summer","Cwa","Temperate (seasonal)","Temperate (seasonal)",16.0874999960264,920,1775,-73.4,776,"NHZone3",0.9344,0.0025,2.5,-19.99,"icr038235",1.6782,"yes",0,53.8898,0,3.7783,21.9754,0.2131221
"icr038242","Ethiopia","Kutaber","East Africa",8,10,"Kutaber_8_10","Topsoil",39.59540176,11.33280659,2264,"07-03-11",2.627,2.627,0,6.6,74.729,0.2647392,0.3693812,"Cropland","yes",4.295771597,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, hot summer","Cwa","Temperate (seasonal)","Temperate (seasonal)",16.0874999960264,920,1775,24.1,192,"NHZone3",1.0328,0.0017,1.7,-19.61,"icr038234",2.0971,"yes",0,55.2098,0,1.0206,22.1928,0.4494298
"icr038243","Ethiopia","Kutaber","East Africa",8,10,"Kutaber_8_10","Subsoil",39.59540176,11.33280659,2264,"07-03-11",1.695,1.695,0,7.13,71.262,0.2255461,0.3123681,"Cropland","yes",4.295771597,"Temperate, dry winter, warm summer","Cwb","Temperate, dry winter, hot summer","Cwa","Temperate (seasonal)","Temperate (seasonal)",16.0874999960264,920,1775,-27.8,438,"NHZone3",0.9804,0.0019,1.9,-19.06,"icr038235",1.6782,"yes",0,53.8898,0,3.7783,21.9754,0.38173015
"icr038299","Ethiopia","Kutaber","East Africa",12,1,"Kutaber_12_1","Topsoil",39.61781311,11.33362484,1970,"08-03-11",1.357,1.352,0.005,6.89,69.931,0.1479324,0.1633062,"Cropland","yes",4.271208333,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.449999888738,976,1870,-107.3,1083,"NHZone3",0.9003,0.002,2,-18.23,"icr038305",0,"yes",0,45.8256,0,0.9505,36.4482,0.2295855
